,ItemName,Category,Price,Tax,Date,Day,Time
285,Egg White Delight McMuffin,Breakfast,2.79,0.2,10-21-2021,Thursday,9:05 AM
286,Sausage Burrito,Breakfast,1.00,0.07,10-23-2021,Saturday,9:24 AM
287,Double Cheeseburger,Value Menu,1.59,0.11,10-21-2021,Thursday,12:48 PM
288,McDouble,Value Menu,1.19,0.08,10-25-2021,Monday,9:30 AM
289,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-22-2021,Friday,6:08 AM
290,Southern Style Chicken - Meal,Normal,5.59,0.39,10-24-2021,Sunday,1:32 PM
291,Sausage Biscuit,Breakfast,1.00,0.07,10-25-2021,Monday,5:12 AM
292,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-22-2021,Friday,1:44 PM
293,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-22-2021,Friday,12:55 PM
294,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-24-2021,Sunday,9:38 AM
295,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,10-23-2021,Saturday,8:45 AM
296,Double Quarter Pounder with Cheese - Meal,Normal,6.49,0.45,10-20-2021,Wednesday,11:40 AM
297,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-22-2021,Friday,6:22 PM
298,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-21-2021,Thursday,10:39 AM
299,McChicken,Value Menu,1.00,0.07,10-24-2021,Sunday,10:09 AM
300,Medium French Fry,Value Menu,1.59,0.11,10-20-2021,Wednesday,3:03 PM
301,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-23-2021,Saturday,5:18 AM
302,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,10-26-2021,Tuesday,9:42 PM
303,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-24-2021,Sunday,3:21 PM
304,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-20-2021,Wednesday,3:09 PM
305,Southern Style Chicken,Normal,3.89,0.27,10-25-2021,Monday,7:43 AM
306,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-26-2021,Tuesday,12:58 PM
307,Steak and Egg Burrito,Value Menu,1.79,0.13,10-22-2021,Friday,11:50 AM
308,Large French Fry,Value Menu,1.79,0.13,10-26-2021,Tuesday,11:26 PM
309,Double Cheeseburger,Value Menu,1.59,0.11,10-23-2021,Saturday,1:23 PM
310,Double Quarter Pounder with Cheese,Normal,4.79,0.34,10-23-2021,Saturday,6:50 PM
311,1 Hash Browns,Breakfast,1.00,0.07,10-24-2021,Sunday,7:19 AM
312,Double Quarter Pounder with Cheese - Meal,Normal,6.49,0.45,10-23-2021,Saturday,7:13 AM
313,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,10-20-2021,Wednesday,2:36 AM
314,Bacon McDouble,Value Menu,2.00,0.14,10-26-2021,Tuesday,6:48 AM
315,Sausage Burrito,Breakfast,1.00,0.07,10-22-2021,Friday,7:12 AM
316,Large French Fry,Value Menu,1.79,0.13,10-20-2021,Wednesday,2:57 PM
317,Double Quarter Pounder with Cheese - Meal,Normal,6.49,0.45,10-20-2021,Wednesday,10:37 PM
318,Big Mac - Meal,Normal,5.69,0.4,10-25-2021,Monday,2:17 PM
319,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-23-2021,Saturday,2:40 PM
320,Deluxe Quarter Punder - Meal,Normal,5.79,0.41,10-21-2021,Thursday,9:15 AM
321,Large French Fry,Value Menu,1.79,0.13,10-26-2021,Tuesday,2:20 PM
322,Deluxe Quarter Punder,Normal,4.09,0.29,10-22-2021,Friday,1:30 PM
323,McChicken,Value Menu,1.00,0.07,10-26-2021,Tuesday,12:02 PM
324,Double Cheeseburger,Value Menu,1.59,0.11,10-20-2021,Wednesday,10:28 PM
325,Double Cheeseburger - Meal,Normal,4.19,0.29,10-20-2021,Wednesday,2:24 PM
326,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-22-2021,Friday,2:52 PM
327,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,10-23-2021,Saturday,2:19 PM
328,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,10-24-2021,Sunday,9:02 AM
329,Small French Fry,Value Menu,1.19,0.08,10-20-2021,Wednesday,3:48 PM
330,McDouble,Value Menu,1.19,0.08,10-23-2021,Saturday,3:47 PM
331,McChicken,Value Menu,1.00,0.07,10-26-2021,Tuesday,9:41 PM
332,Double Quarter Pounder with Cheese,Normal,4.79,0.34,10-21-2021,Thursday,8:00 PM
333,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-25-2021,Monday,3:57 PM
334,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,10-23-2021,Saturday,3:00 PM
335,Small French Fry,Value Menu,1.19,0.08,10-23-2021,Saturday,11:38 AM
336,Large French Fry,Value Menu,1.79,0.13,10-25-2021,Monday,7:22 PM
337,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-20-2021,Wednesday,2:49 PM
338,Double Quarter Pounder with Cheese - Meal,Normal,6.49,0.45,10-24-2021,Sunday,7:59 AM
339,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,10-22-2021,Friday,6:12 PM
340,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-26-2021,Tuesday,7:23 AM
341,Egg McMuffin,Breakfast,2.79,0.2,10-20-2021,Wednesday,11:23 AM
342,Double Quarter Pounder with Cheese,Normal,4.79,0.34,10-26-2021,Tuesday,11:25 PM
343,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-24-2021,Sunday,12:33 PM
344,Small French Fry,Value Menu,1.19,0.08,10-21-2021,Thursday,12:35 PM
345,Sausage Biscuit with Egg - Meal,Breakfast,3.99,0.28,10-20-2021,Wednesday,3:11 PM
346,Medium French Fry,Value Menu,1.59,0.11,10-24-2021,Sunday,8:29 AM
347,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,10-24-2021,Sunday,3:12 PM
348,Sausage Biscuit with Egg,Breakfast,2.79,0.2,10-24-2021,Sunday,10:43 AM
349,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-22-2021,Friday,12:42 PM
350,Bacon Habanero Ranch Quarter Pounder - Meal,Normal,5.79,0.41,10-24-2021,Sunday,8:55 PM
351,Double Cheeseburger,Value Menu,1.59,0.11,10-26-2021,Tuesday,7:11 PM
352,Southern Style Chicken,Normal,3.89,0.27,10-23-2021,Saturday,3:19 PM
353,Big Mac,Normal,3.99,0.28,10-21-2021,Thursday,6:56 PM
354,Double Cheeseburger,Value Menu,1.59,0.11,10-26-2021,Tuesday,11:36 PM
355,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-21-2021,Thursday,2:06 PM
356,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-22-2021,Friday,5:01 PM
357,Big Mac,Normal,3.99,0.28,10-23-2021,Saturday,5:03 PM
358,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-21-2021,Thursday,11:47 AM
359,Southern Style Chicken - Meal,Normal,5.59,0.39,10-25-2021,Monday,11:02 AM
360,Quarter Pounder with Cheese,Normal,3.79,0.27,10-23-2021,Saturday,2:30 PM
361,1 Hash Browns,Breakfast,1.00,0.07,10-22-2021,Friday,10:53 AM
362,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-22-2021,Friday,2:40 PM
363,Chicken McNuggets - 20pc,Normal,5,0.35,10-23-2021,Saturday,9:26 AM
364,Egg White Delight McMuffin,Breakfast,2.79,0.2,10-26-2021,Tuesday,4:59 AM
365,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-21-2021,Thursday,9:27 AM
366,McChicken,Value Menu,1.00,0.07,10-21-2021,Thursday,5:54 PM
367,2 Cheeseburgers,Normal,2.58,0.18,10-24-2021,Sunday,2:47 PM
368,Southern Style Chicken - Meal,Normal,5.59,0.39,10-24-2021,Sunday,11:58 PM
369,Southern Style Chicken - Meal,Normal,5.59,0.39,10-23-2021,Saturday,1:46 PM
370,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-26-2021,Tuesday,9:09 AM
371,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-25-2021,Monday,10:30 AM
372,Bacon McDouble,Value Menu,2.00,0.14,10-26-2021,Tuesday,2:03 PM
373,Medium French Fry,Value Menu,1.59,0.11,10-24-2021,Sunday,2:55 PM
374,Premium Chicken Bacon Clubhouse (Grilled or Crispy),Normal,4.49,0.31,10-26-2021,Tuesday,5:07 PM
375,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-24-2021,Sunday,7:04 PM
376,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,10-20-2021,Wednesday,5:43 PM
377,Double Cheeseburger,Value Menu,1.59,0.11,10-21-2021,Thursday,12:42 PM
378,BBQ Ranch Burger,Value Menu,1.00,0.07,10-24-2021,Sunday,4:18 PM
379,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-22-2021,Friday,5:22 PM
380,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-24-2021,Sunday,2:02 PM
381,Sausage Gravy & Biscuit,Breakfast,2.69,0.19,10-22-2021,Friday,3:15 AM
382,Sausage McMuffin,Breakfast,1.00,0.07,10-25-2021,Monday,2:05 AM
383,McChicken,Value Menu,1.00,0.07,10-23-2021,Saturday,8:14 AM
384,Small French Fry,Value Menu,1.19,0.08,10-26-2021,Tuesday,8:50 PM
385,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,10-21-2021,Thursday,4:36 AM
386,Southern Style Chicken - Meal,Normal,5.59,0.39,10-20-2021,Wednesday,7:08 PM
387,Double Cheeseburger - Meal,Normal,4.19,0.29,10-23-2021,Saturday,8:52 AM
388,Sausage Burrito,Breakfast,1.00,0.07,10-25-2021,Monday,9:59 AM
389,Chicken McNuggets - 20pc,Normal,5,0.35,10-20-2021,Wednesday,6:48 AM
390,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-23-2021,Saturday,4:53 PM
391,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,10-20-2021,Wednesday,10:34 AM
392,Steak and Egg Burrito,Value Menu,1.79,0.13,10-25-2021,Monday,4:43 AM
393,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-23-2021,Saturday,3:09 PM
394,Quarter Pounder with Cheese,Normal,3.79,0.27,10-23-2021,Saturday,5:16 PM
395,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,10-20-2021,Wednesday,9:38 PM
396,Sausage McGriddles,Breakfast,2.79,0.2,10-22-2021,Friday,5:54 AM
397,Double Cheeseburger,Value Menu,1.59,0.11,10-24-2021,Sunday,6:05 PM
398,Double Cheeseburger,Value Menu,1.59,0.11,10-22-2021,Friday,5:40 PM
399,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-23-2021,Saturday,10:39 AM
400,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-20-2021,Wednesday,4:45 PM
401,Bacon McDouble,Value Menu,2.00,0.14,10-23-2021,Saturday,4:38 PM
402,Small French Fry,Value Menu,1.19,0.08,10-25-2021,Monday,12:14 PM
403,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-21-2021,Thursday,10:36 AM
404,Deluxe Quarter Punder,Normal,4.09,0.29,10-25-2021,Monday,1:33 PM
405,Medium French Fry,Value Menu,1.59,0.11,10-26-2021,Tuesday,11:51 AM
406,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,10-22-2021,Friday,12:30 PM
407,Bacon McDouble,Value Menu,2.00,0.14,10-22-2021,Friday,1:32 PM
408,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-23-2021,Saturday,7:15 AM
409,Medium French Fry,Value Menu,1.59,0.11,10-21-2021,Thursday,6:59 PM
410,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-22-2021,Friday,5:47 PM
411,Quarter Pounder with Cheese,Normal,3.79,0.27,10-25-2021,Monday,10:13 AM
412,Southern Style Chicken - Meal,Normal,5.59,0.39,10-25-2021,Monday,5:31 PM
413,Sausage Biscuit with Egg - Meal,Breakfast,3.99,0.28,10-26-2021,Tuesday,10:50 AM
414,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,10-20-2021,Wednesday,8:49 AM
415,Medium French Fry,Value Menu,1.59,0.11,10-23-2021,Saturday,4:07 PM
416,Southern Style Chicken,Normal,3.89,0.27,10-25-2021,Monday,3:36 PM
417,Egg McMuffin,Breakfast,2.79,0.2,10-22-2021,Friday,9:40 AM
418,Filet-O-Fish - Meal,Normal,5.49,0.38,10-23-2021,Saturday,9:33 AM
419,Sausage Gravy & Biscuit,Breakfast,2.69,0.19,10-24-2021,Sunday,10:28 AM
420,Grilled Onion Cheddar,Value Menu,1.00,0.07,10-24-2021,Sunday,11:44 AM
421,Deluxe Quarter Punder,Normal,4.09,0.29,10-22-2021,Friday,2:17 PM
422,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-20-2021,Wednesday,5:48 PM
423,Bacon Habanero Ranch Quarter Pounder - Meal,Normal,5.79,0.41,10-20-2021,Wednesday,11:55 PM
424,Big Mac - Meal,Normal,5.69,0.4,10-25-2021,Monday,5:18 PM
425,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-20-2021,Wednesday,9:05 AM
426,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-20-2021,Wednesday,5:10 PM
427,Double Cheeseburger,Value Menu,1.59,0.11,10-20-2021,Wednesday,3:17 AM
428,Southern Style Chicken,Normal,3.89,0.27,10-24-2021,Sunday,12:58 PM
429,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-21-2021,Thursday,6:33 AM
430,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-22-2021,Friday,5:47 PM
431,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-25-2021,Monday,12:33 PM
432,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-23-2021,Saturday,3:02 PM
433,Large French Fry,Value Menu,1.79,0.13,10-20-2021,Wednesday,11:52 AM
434,Medium French Fry,Value Menu,1.59,0.11,10-23-2021,Saturday,1:08 PM
435,Double Quarter Pounder with Cheese,Normal,4.79,0.34,10-21-2021,Thursday,3:21 PM
436,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-22-2021,Friday,9:00 AM
437,Sausage Biscuit with Egg,Breakfast,2.79,0.2,10-22-2021,Friday,8:20 AM
438,Big Mac,Normal,3.99,0.28,10-22-2021,Friday,6:23 PM
439,Big Mac,Normal,3.99,0.28,10-22-2021,Friday,9:19 AM
440,Sausage McMuffin,Breakfast,1.00,0.07,10-25-2021,Monday,8:55 AM
441,Premium Chicken Bacon Clubhouse (Grilled or Crispy),Normal,4.49,0.31,10-23-2021,Saturday,12:47 PM
442,1 Hash Browns,Breakfast,1.00,0.07,10-23-2021,Saturday,3:00 AM
443,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-23-2021,Saturday,4:07 PM
444,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-24-2021,Sunday,11:28 AM
445,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,10-21-2021,Thursday,4:06 PM
446,Sausage McGriddles - Meal,Breakfast,3.99,0.28,10-23-2021,Saturday,11:22 AM
447,Double Filet-O-Fish - Meal,Normal,6.39,0.45,10-20-2021,Wednesday,7:31 AM
448,Small French Fry,Value Menu,1.19,0.08,10-21-2021,Thursday,4:58 PM
449,2 Cheeseburgers,Normal,2.58,0.18,10-26-2021,Tuesday,11:11 AM
450,Premium Chicken Bacon Clubhouse (Grilled or Crispy),Normal,4.49,0.31,10-26-2021,Tuesday,12:58 PM
451,2 McGriddles Cakes,Breakfast,1.00,0.07,10-20-2021,Wednesday,6:59 AM
452,Deluxe Quarter Punder,Normal,4.09,0.29,10-22-2021,Friday,8:26 PM
453,Sausage Burrito,Breakfast,1.00,0.07,10-23-2021,Saturday,9:59 AM
454,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,10-23-2021,Saturday,3:43 PM
455,Steak and Egg Burrito,Value Menu,1.79,0.13,10-20-2021,Wednesday,2:58 PM
456,Medium French Fry,Value Menu,1.59,0.11,10-23-2021,Saturday,7:28 AM
457,Double Cheeseburger,Value Menu,1.59,0.11,10-24-2021,Sunday,2:27 PM
458,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-20-2021,Wednesday,6:38 AM
459,Double Quarter Pounder with Cheese - Meal,Normal,6.49,0.45,10-21-2021,Thursday,11:52 AM
460,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-21-2021,Thursday,5:39 AM
461,Double Filet-O-Fish,Normal,4.69,0.33,10-21-2021,Thursday,4:12 PM
462,1 Hash Browns,Breakfast,1.00,0.07,10-22-2021,Friday,8:42 AM
463,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,10-25-2021,Monday,10:13 AM
464,Small French Fry,Value Menu,1.19,0.08,10-21-2021,Thursday,3:58 PM
465,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-23-2021,Saturday,2:44 PM
466,Double Cheeseburger - Meal,Normal,4.19,0.29,10-25-2021,Monday,11:08 AM
467,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-21-2021,Thursday,3:07 AM
468,Egg McMuffin,Breakfast,2.79,0.2,10-25-2021,Monday,3:15 PM
469,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,10-21-2021,Thursday,0:24 AM
470,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,10-20-2021,Wednesday,7:35 PM
471,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-24-2021,Sunday,4:10 PM
472,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-21-2021,Thursday,8:02 AM
473,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,10-26-2021,Tuesday,0:05 AM
474,Sausage McGriddles - Meal,Breakfast,3.99,0.28,10-24-2021,Sunday,7:57 AM
475,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-22-2021,Friday,2:14 PM
476,Medium French Fry,Value Menu,1.59,0.11,10-26-2021,Tuesday,5:45 PM
477,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-23-2021,Saturday,4:16 PM
478,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-20-2021,Wednesday,12:49 PM
479,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-21-2021,Thursday,2:19 PM
480,Big Mac,Normal,3.99,0.28,10-25-2021,Monday,11:01 PM
481,Small French Fry,Value Menu,1.19,0.08,10-21-2021,Thursday,4:41 PM
482,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,10-21-2021,Thursday,9:52 AM
483,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-22-2021,Friday,9:38 PM
484,Egg McMuffin,Breakfast,2.79,0.2,10-21-2021,Thursday,5:41 AM
485,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,10-20-2021,Wednesday,8:25 PM
486,Chicken McNuggets - 20pc,Normal,5,0.35,10-21-2021,Thursday,3:20 PM
487,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-21-2021,Thursday,8:42 PM
488,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-23-2021,Saturday,7:20 AM
489,Egg White Delight McMuffin,Breakfast,2.79,0.2,10-21-2021,Thursday,11:15 AM
490,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-26-2021,Tuesday,1:47 PM
491,Double Cheeseburger,Value Menu,1.59,0.11,10-25-2021,Monday,10:43 PM
492,Double Cheeseburger - Meal,Normal,4.19,0.29,10-21-2021,Thursday,9:04 AM
493,Double Cheeseburger,Value Menu,1.59,0.11,10-25-2021,Monday,7:41 PM
494,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,10-24-2021,Sunday,10:59 AM
495,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-24-2021,Sunday,10:18 AM
496,Deluxe Quarter Punder - Meal,Normal,5.79,0.41,10-22-2021,Friday,1:00 PM
497,Double Cheeseburger,Value Menu,1.59,0.11,10-21-2021,Thursday,3:52 PM
498,Double Filet-O-Fish,Normal,4.69,0.33,10-26-2021,Tuesday,4:02 AM
499,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-20-2021,Wednesday,2:53 PM
500,McDouble,Value Menu,1.19,0.08,10-21-2021,Thursday,2:34 PM
501,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-21-2021,Thursday,10:16 AM
502,Large French Fry,Value Menu,1.79,0.13,10-24-2021,Sunday,7:20 PM
503,Double Cheeseburger - Meal,Normal,4.19,0.29,10-24-2021,Sunday,10:43 AM
504,Small French Fry,Value Menu,1.19,0.08,10-21-2021,Thursday,1:34 AM
505,Big Mac,Normal,3.99,0.28,10-24-2021,Sunday,12:12 PM
506,Egg McMuffin,Breakfast,2.79,0.2,10-24-2021,Sunday,10:12 AM
507,Small French Fry,Value Menu,1.19,0.08,10-24-2021,Sunday,6:52 PM
508,2 Cheeseburgers,Normal,2.58,0.18,10-22-2021,Friday,9:37 AM
509,Double Cheeseburger,Value Menu,1.59,0.11,10-20-2021,Wednesday,4:27 PM
510,Chicken McNuggets - 20pc,Normal,5,0.35,10-20-2021,Wednesday,1:32 PM
511,Southern Style Chicken - Meal,Normal,5.59,0.39,10-25-2021,Monday,8:20 PM
512,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,10-22-2021,Friday,8:11 PM
513,McChicken,Value Menu,1.00,0.07,10-24-2021,Sunday,2:05 PM
514,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-25-2021,Monday,7:31 AM
515,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-23-2021,Saturday,10:52 AM
516,Grilled Onion Cheddar,Value Menu,1.00,0.07,10-21-2021,Thursday,6:04 PM
517,Southern Style Chicken - Meal,Normal,5.59,0.39,10-20-2021,Wednesday,10:55 PM
518,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-20-2021,Wednesday,4:25 PM
519,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-22-2021,Friday,1:18 PM
520,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-22-2021,Friday,5:48 PM
521,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-23-2021,Saturday,2:52 PM
522,Medium French Fry,Value Menu,1.59,0.11,10-23-2021,Saturday,9:44 PM
523,Double Cheeseburger - Meal,Normal,4.19,0.29,10-23-2021,Saturday,9:14 AM
524,Bacon Clubhouse Burger,Normal,4.49,0.31,10-26-2021,Tuesday,6:24 PM
525,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,10-20-2021,Wednesday,6:43 PM
526,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-23-2021,Saturday,9:17 AM
527,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-21-2021,Thursday,8:30 PM
528,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,10-21-2021,Thursday,9:54 AM
529,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-23-2021,Saturday,4:39 AM
530,McDouble,Value Menu,1.19,0.08,10-21-2021,Thursday,2:49 PM
531,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-24-2021,Sunday,6:29 PM
532,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-23-2021,Saturday,4:58 PM
533,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-23-2021,Saturday,7:03 PM
534,"Bacon, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-23-2021,Saturday,9:08 AM
535,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-23-2021,Saturday,12:24 PM
536,McDouble,Value Menu,1.19,0.08,10-23-2021,Saturday,8:52 PM
537,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,10-26-2021,Tuesday,10:44 AM
538,Chicken Snack Wrap (Crispy) (Chipolte BBQ),Value Menu,1.69,0.12,10-24-2021,Sunday,6:48 AM
539,Large French Fry,Value Menu,1.79,0.13,10-26-2021,Tuesday,4:33 PM
540,Large French Fry,Value Menu,1.79,0.13,10-21-2021,Thursday,12:38 PM
541,Quarter Pounder with Cheese,Normal,3.79,0.27,10-23-2021,Saturday,4:20 PM
542,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-24-2021,Sunday,10:34 AM
543,Small French Fry,Value Menu,1.19,0.08,10-24-2021,Sunday,1:15 PM
544,McChicken,Value Menu,1.00,0.07,10-23-2021,Saturday,12:29 PM
545,Big Mac - Meal,Normal,5.69,0.4,10-25-2021,Monday,11:09 PM
546,Double Cheeseburger,Value Menu,1.59,0.11,10-21-2021,Thursday,3:07 PM
547,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-24-2021,Sunday,3:33 PM
548,Big Mac - Meal,Normal,5.69,0.4,10-23-2021,Saturday,8:32 AM
549,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-21-2021,Thursday,3:06 PM
550,Double Cheeseburger,Value Menu,1.59,0.11,10-20-2021,Wednesday,9:55 PM
551,Double Filet-O-Fish - Meal,Normal,6.39,0.45,10-22-2021,Friday,6:02 PM
552,Bacon McDouble,Value Menu,2.00,0.14,10-21-2021,Thursday,2:19 PM
553,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,10-24-2021,Sunday,11:10 AM
554,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-25-2021,Monday,10:23 AM
555,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,10-20-2021,Wednesday,7:17 AM
556,Double Filet-O-Fish - Meal,Normal,6.39,0.45,10-24-2021,Sunday,4:03 PM
557,Big Mac,Normal,3.99,0.28,10-23-2021,Saturday,9:13 PM
558,"Bacon, Egg & Cheese Bagel - Meal",Breakfast,4.49,0.31,10-22-2021,Friday,1:07 AM
559,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-22-2021,Friday,12:38 PM
560,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-23-2021,Saturday,5:57 PM
561,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,10-23-2021,Saturday,3:15 PM
562,Big Mac,Normal,3.99,0.28,10-24-2021,Sunday,11:44 PM
563,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,10-21-2021,Thursday,5:25 PM
564,McDouble,Value Menu,1.19,0.08,10-23-2021,Saturday,11:51 PM
565,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-23-2021,Saturday,9:14 PM
566,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,10-24-2021,Sunday,10:48 AM
567,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-24-2021,Sunday,1:23 PM
568,Big Mac - Meal,Normal,5.69,0.4,10-23-2021,Saturday,8:06 PM
569,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-23-2021,Saturday,12:03 PM
