,ItemName,Category,Price,Tax,Date,Day,Time
2324,Big Mac,Normal,3.99,0.28,10-24-2021,Sunday,5:34 PM
2325,Southern Style Chicken,Normal,3.89,0.27,11-11-2021,Thursday,3:22 PM
2326,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,11-02-2021,Tuesday,12:07 PM
2327,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,11-11-2021,Thursday,5:13 PM
2328,Double Cheeseburger,Value Menu,1.59,0.11,10-26-2021,Tuesday,11:06 AM
2329,Double Cheeseburger,Value Menu,1.59,0.11,11-01-2021,Monday,4:27 AM
2330,Sausage McMuffin,Breakfast,1.00,0.07,10-25-2021,Monday,11:26 AM
2331,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-28-2021,Thursday,2:58 PM
2332,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-30-2021,Saturday,8:00 AM
2333,Small French Fry,Value Menu,1.19,0.08,11-07-2021,Sunday,2:34 PM
2334,Quarter Pounder with Cheese,Normal,3.79,0.27,10-26-2021,Tuesday,3:29 PM
2335,Double Cheeseburger - Meal,Normal,4.19,0.29,10-23-2021,Saturday,7:14 PM
2336,BBQ Ranch Burger,Value Menu,1.00,0.07,11-04-2021,Thursday,5:27 PM
2337,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,11-05-2021,Friday,8:00 PM
2338,Sausage Burrito,Breakfast,1.00,0.07,11-02-2021,Tuesday,7:43 AM
2339,Egg McMuffin,Breakfast,2.79,0.2,10-22-2021,Friday,10:33 AM
2340,Sausage McMuffin,Breakfast,1.00,0.07,11-04-2021,Thursday,6:59 AM
2341,2 Cheeseburgers,Normal,2.58,0.18,11-05-2021,Friday,6:12 PM
2342,Small French Fry,Value Menu,1.19,0.08,10-27-2021,Wednesday,1:24 PM
2343,Double Cheeseburger,Value Menu,1.59,0.11,11-07-2021,Sunday,2:57 PM
2344,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-03-2021,Wednesday,12:06 PM
2345,Sausage McGriddles - Meal,Breakfast,3.99,0.28,11-11-2021,Thursday,7:31 PM
2346,Filet-O-Fish - Meal,Normal,5.49,0.38,10-28-2021,Thursday,0:42 AM
2347,Southern Style Chicken - Meal,Normal,5.59,0.39,10-27-2021,Wednesday,10:39 AM
2348,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-29-2021,Friday,2:12 PM
2349,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-28-2021,Thursday,4:06 PM
2350,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-29-2021,Friday,6:58 PM
2351,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-24-2021,Sunday,1:32 PM
2352,Chicken McNuggets - 20pc,Normal,5,0.35,11-09-2021,Tuesday,3:09 PM
2353,Sausage Biscuit with Egg,Breakfast,2.79,0.2,10-27-2021,Wednesday,10:47 AM
2354,Big Mac - Meal,Normal,5.69,0.4,10-30-2021,Saturday,4:55 PM
2355,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,10-31-2021,Sunday,4:11 PM
2356,Premium Chicken Bacon Clubhouse (Grilled or Crispy),Normal,4.49,0.31,11-01-2021,Monday,8:02 AM
2357,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,11-08-2021,Monday,7:53 AM
2358,Steak and Egg Burrito,Value Menu,1.79,0.13,10-29-2021,Friday,2:50 PM
2359,Egg McMuffin,Breakfast,2.79,0.2,10-31-2021,Sunday,8:37 AM
2360,Double Quarter Pounder with Cheese,Normal,4.79,0.34,11-11-2021,Thursday,11:49 PM
2361,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-27-2021,Wednesday,5:39 PM
2362,Medium French Fry,Value Menu,1.59,0.11,11-08-2021,Monday,8:52 AM
2363,Sausage Biscuit,Breakfast,1.00,0.07,11-11-2021,Thursday,11:16 AM
2364,Bacon Habanero Ranch Quarter Pounder - Meal,Normal,5.79,0.41,11-11-2021,Thursday,7:10 PM
2365,Grilled Onion Cheddar,Value Menu,1.00,0.07,10-28-2021,Thursday,5:23 PM
2366,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,10-25-2021,Monday,9:25 AM
2367,Filet-O-Fish - Meal,Normal,5.49,0.38,10-29-2021,Friday,7:09 PM
2368,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-30-2021,Saturday,3:41 PM
2369,2 Cheeseburgers,Normal,2.58,0.18,11-05-2021,Friday,5:16 PM
2370,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-26-2021,Tuesday,5:09 PM
2371,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,11-03-2021,Wednesday,12:09 PM
2372,Egg McMuffin,Breakfast,2.79,0.2,11-11-2021,Thursday,5:38 AM
2373,Double Cheeseburger - Meal,Normal,4.19,0.29,11-08-2021,Monday,7:21 PM
2374,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-07-2021,Sunday,3:44 PM
2375,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,10-30-2021,Saturday,8:34 AM
2376,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-29-2021,Friday,1:33 PM
2377,Chicken McNuggets - 20pc,Normal,5,0.35,11-05-2021,Friday,3:41 PM
2378,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,11-03-2021,Wednesday,11:07 AM
2379,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,11-07-2021,Sunday,6:39 AM
2380,Bacon Cheddar McChicken,Value Menu,2.00,0.14,11-07-2021,Sunday,11:26 AM
2381,2 Cheeseburgers - Meal,Normal,4.89,0.34,11-08-2021,Monday,5:15 PM
2382,Big Mac,Normal,3.99,0.28,11-03-2021,Wednesday,1:21 AM
2383,Bacon McDouble,Value Menu,2.00,0.14,11-04-2021,Thursday,8:30 PM
2384,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,11-11-2021,Thursday,5:22 AM
2385,Chicken McNuggets - 10pc,Normal,4.49,0.31,11-10-2021,Wednesday,9:43 AM
2386,Filet-O-Fish - Meal,Normal,5.49,0.38,10-22-2021,Friday,5:11 PM
2387,Double Cheeseburger - Meal,Normal,4.19,0.29,10-29-2021,Friday,4:28 PM
2388,2 McGriddles Cakes,Breakfast,1.00,0.07,11-01-2021,Monday,8:05 AM
2389,2 McGriddles Cakes,Breakfast,1.00,0.07,10-22-2021,Friday,11:28 AM
2390,Double Quarter Pounder with Cheese,Normal,4.79,0.34,11-05-2021,Friday,3:54 PM
2391,Big Mac - Meal,Normal,5.69,0.4,11-07-2021,Sunday,2:58 PM
2392,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-23-2021,Saturday,7:21 PM
2393,Sausage Gravy & Biscuit,Breakfast,2.69,0.19,10-27-2021,Wednesday,7:56 AM
2394,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-01-2021,Monday,5:28 PM
2395,Big Mac - Meal,Normal,5.69,0.4,11-10-2021,Wednesday,1:34 AM
2396,Double Filet-O-Fish - Meal,Normal,6.39,0.45,11-11-2021,Thursday,7:04 PM
2397,Double Cheeseburger,Value Menu,1.59,0.11,10-27-2021,Wednesday,10:45 PM
2398,Double Cheeseburger - Meal,Normal,4.19,0.29,11-05-2021,Friday,3:14 PM
2399,Sausage Burrito,Breakfast,1.00,0.07,10-22-2021,Friday,9:35 AM
2400,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-27-2021,Wednesday,5:19 PM
2401,Large French Fry,Value Menu,1.79,0.13,11-06-2021,Saturday,6:25 AM
2402,Big Mac,Normal,3.99,0.28,11-11-2021,Thursday,1:08 PM
2403,2 Cheeseburgers,Normal,2.58,0.18,10-27-2021,Wednesday,4:15 PM
2404,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,11-04-2021,Thursday,7:07 PM
2405,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-23-2021,Saturday,10:39 AM
2406,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,11-04-2021,Thursday,4:52 PM
2407,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-01-2021,Monday,7:51 PM
2408,Big Mac - Meal,Normal,5.69,0.4,10-27-2021,Wednesday,5:25 PM
2409,Big Mac,Normal,3.99,0.28,11-11-2021,Thursday,5:36 PM
2410,Steak and Egg Burrito,Value Menu,1.79,0.13,11-10-2021,Wednesday,8:15 PM
2411,Double Quarter Pounder with Cheese,Normal,4.79,0.34,10-28-2021,Thursday,3:15 PM
2412,Double Cheeseburger - Meal,Normal,4.19,0.29,10-29-2021,Friday,10:11 AM
2413,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,10-30-2021,Saturday,4:55 PM
2414,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,11-11-2021,Thursday,12:48 PM
2415,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,11-07-2021,Sunday,11:55 AM
2416,2 Cheeseburgers,Normal,2.58,0.18,10-27-2021,Wednesday,5:07 PM
2417,Egg McMuffin,Breakfast,2.79,0.2,10-22-2021,Friday,8:32 AM
2418,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,11-04-2021,Thursday,7:19 AM
2419,McDouble,Value Menu,1.19,0.08,11-03-2021,Wednesday,4:58 PM
2420,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,11-07-2021,Sunday,6:27 AM
2421,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,11-04-2021,Thursday,10:37 AM
2422,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,11-08-2021,Monday,4:01 AM
2423,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-24-2021,Sunday,10:01 PM
2424,Double Cheeseburger - Meal,Normal,4.19,0.29,10-23-2021,Saturday,8:58 AM
2425,Big Mac - Meal,Normal,5.69,0.4,10-26-2021,Tuesday,8:47 PM
2426,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-22-2021,Friday,5:42 PM
2427,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,11-01-2021,Monday,9:23 AM
2428,Small French Fry,Value Menu,1.19,0.08,10-28-2021,Thursday,12:02 PM
2429,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-29-2021,Friday,2:56 PM
2430,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,10-29-2021,Friday,2:25 PM
2431,Double Cheeseburger,Value Menu,1.59,0.11,10-24-2021,Sunday,1:10 PM
2432,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,11-06-2021,Saturday,5:34 PM
2433,Steak and Egg Burrito,Value Menu,1.79,0.13,10-24-2021,Sunday,7:46 AM
2434,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-27-2021,Wednesday,6:01 AM
2435,Sausage McMuffin,Breakfast,1.00,0.07,10-26-2021,Tuesday,11:12 AM
2436,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-23-2021,Saturday,7:08 AM
2437,Double Cheeseburger - Meal,Normal,4.19,0.29,11-05-2021,Friday,10:23 AM
2438,McChicken,Value Menu,1.00,0.07,11-11-2021,Thursday,4:41 PM
2439,Big Mac,Normal,3.99,0.28,10-23-2021,Saturday,11:11 AM
2440,Egg McMuffin - Meal,Breakfast,3.99,0.28,10-30-2021,Saturday,11:09 AM
2441,2 Cheeseburgers,Normal,2.58,0.18,11-09-2021,Tuesday,4:32 PM
2442,Double Filet-O-Fish - Meal,Normal,6.39,0.45,10-31-2021,Sunday,4:07 PM
2443,Bacon Clubhouse Burger,Normal,4.49,0.31,11-05-2021,Friday,1:44 PM
2444,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-11-2021,Thursday,3:22 PM
2445,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,11-11-2021,Thursday,3:12 PM
2446,Sausage Biscuit,Breakfast,1.00,0.07,11-05-2021,Friday,4:04 PM
2447,Double Cheeseburger - Meal,Normal,4.19,0.29,11-01-2021,Monday,9:40 AM
2448,"Bacon, Egg & Cheese McGriddles",Breakfast,3.29,0.23,11-05-2021,Friday,2:28 AM
2449,Small French Fry,Value Menu,1.19,0.08,11-10-2021,Wednesday,3:19 PM
2450,Quarter Pounder with Cheese,Normal,3.79,0.27,11-08-2021,Monday,1:08 PM
2451,Double Cheeseburger,Value Menu,1.59,0.11,11-05-2021,Friday,1:02 PM
2452,2 Cheeseburgers,Normal,2.58,0.18,11-07-2021,Sunday,2:44 PM
2453,Southern Style Chicken,Normal,3.89,0.27,11-01-2021,Monday,12:14 PM
2454,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,10-22-2021,Friday,11:47 AM
2455,Double Cheeseburger,Value Menu,1.59,0.11,10-22-2021,Friday,1:42 PM
2456,BBQ Ranch Burger,Value Menu,1.00,0.07,10-23-2021,Saturday,0:08 AM
2457,Large French Fry,Value Menu,1.79,0.13,11-06-2021,Saturday,5:52 PM
2458,"Bacon, Egg & Cheese Biscuit",Breakfast,3.19,0.22,11-10-2021,Wednesday,11:07 AM
2459,2 Sausage Burritos - Meal,Breakfast,3.79,0.27,10-29-2021,Friday,6:35 AM
2460,Large French Fry,Value Menu,1.79,0.13,10-25-2021,Monday,8:43 PM
2461,McChicken,Value Menu,1.00,0.07,10-25-2021,Monday,3:29 PM
2462,Double Cheeseburger,Value Menu,1.59,0.11,11-02-2021,Tuesday,1:47 PM
2463,Double Cheeseburger - Meal,Normal,4.19,0.29,11-04-2021,Thursday,3:23 PM
2464,Double Filet-O-Fish,Normal,4.69,0.33,10-30-2021,Saturday,9:15 AM
2465,2 McGriddles Cakes,Breakfast,1.00,0.07,10-22-2021,Friday,8:35 AM
2466,2 Cheeseburgers - Meal,Normal,4.89,0.34,11-06-2021,Saturday,5:52 PM
2467,Sausage Biscuit,Breakfast,1.00,0.07,10-30-2021,Saturday,8:10 AM
2468,McDouble,Value Menu,1.19,0.08,11-04-2021,Thursday,6:31 AM
2469,Double Cheeseburger,Value Menu,1.59,0.11,11-01-2021,Monday,8:47 PM
2470,1 Hash Browns,Breakfast,1.00,0.07,10-29-2021,Friday,7:30 AM
2471,Egg McMuffin - Meal,Breakfast,3.99,0.28,10-29-2021,Friday,10:31 AM
2472,Sausage Biscuit with Egg,Breakfast,2.79,0.2,10-30-2021,Saturday,6:44 PM
2473,Double Cheeseburger,Value Menu,1.59,0.11,10-22-2021,Friday,12:07 PM
2474,Chicken McNuggets - 20pc,Normal,5,0.35,11-10-2021,Wednesday,12:25 PM
2475,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-22-2021,Friday,8:31 AM
2476,Double Quarter Pounder with Cheese,Normal,4.79,0.34,10-25-2021,Monday,4:45 PM
2477,Double Cheeseburger - Meal,Normal,4.19,0.29,10-30-2021,Saturday,8:48 AM
2478,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-28-2021,Thursday,2:59 PM
2479,Egg McMuffin - Meal,Breakfast,3.99,0.28,10-30-2021,Saturday,4:57 AM
2480,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-30-2021,Saturday,3:25 PM
2481,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,10-30-2021,Saturday,5:50 PM
2482,Double Cheeseburger - Meal,Normal,4.19,0.29,10-28-2021,Thursday,2:31 PM
2483,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,11-01-2021,Monday,11:41 PM
2484,Big Mac - Meal,Normal,5.69,0.4,10-28-2021,Thursday,8:31 PM
2485,McDouble,Value Menu,1.19,0.08,10-22-2021,Friday,5:29 PM
2486,Large French Fry,Value Menu,1.79,0.13,11-10-2021,Wednesday,5:16 PM
2487,Egg McMuffin,Breakfast,2.79,0.2,10-29-2021,Friday,11:49 AM
2488,Egg McMuffin,Breakfast,2.79,0.2,10-25-2021,Monday,8:44 AM
2489,Bacon Cheddar McChicken,Value Menu,2.00,0.14,11-04-2021,Thursday,4:24 PM
2490,Bacon Habanero Ranch Quarter Pounder - Meal,Normal,5.79,0.41,10-30-2021,Saturday,3:46 PM
2491,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,10-31-2021,Sunday,8:42 AM
2492,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,11-11-2021,Thursday,3:20 PM
2493,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,11-09-2021,Tuesday,8:29 PM
2494,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,11-01-2021,Monday,4:50 AM
2495,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-03-2021,Wednesday,10:57 AM
2496,Large French Fry,Value Menu,1.79,0.13,11-07-2021,Sunday,11:28 AM
2497,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,11-08-2021,Monday,12:57 PM
2498,Deluxe Quarter Punder - Meal,Normal,5.79,0.41,11-08-2021,Monday,12:59 PM
2499,2 Cheeseburgers - Meal,Normal,4.89,0.34,11-09-2021,Tuesday,4:36 PM
2500,McChicken,Value Menu,1.00,0.07,10-22-2021,Friday,2:16 PM
2501,"Bacon, Egg & Cheese Biscuit",Breakfast,3.19,0.22,11-04-2021,Thursday,6:19 AM
2502,Double Cheeseburger,Value Menu,1.59,0.11,10-30-2021,Saturday,5:58 PM
2503,Sausage Burrito,Breakfast,1.00,0.07,11-11-2021,Thursday,4:21 AM
2504,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,11-01-2021,Monday,3:50 PM
2505,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-28-2021,Thursday,3:16 PM
2506,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,11-01-2021,Monday,11:29 AM
2507,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,11-01-2021,Monday,7:27 PM
2508,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,11-02-2021,Tuesday,10:22 AM
2509,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,11-02-2021,Tuesday,3:38 PM
2510,Double Cheeseburger - Meal,Normal,4.19,0.29,10-23-2021,Saturday,12:22 PM
2511,Double Quarter Pounder with Cheese - Meal,Normal,6.49,0.45,11-04-2021,Thursday,10:57 AM
2512,Sausage McMuffin with Egg,Breakfast,2.99,0.21,11-08-2021,Monday,8:37 AM
2513,Big Mac - Meal,Normal,5.69,0.4,10-28-2021,Thursday,9:22 AM
2514,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,11-01-2021,Monday,11:02 AM
2515,Bacon McDouble,Value Menu,2.00,0.14,11-02-2021,Tuesday,4:14 PM
2516,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,10-28-2021,Thursday,7:10 PM
2517,Egg McMuffin - Meal,Breakfast,3.99,0.28,10-31-2021,Sunday,8:51 AM
2518,Large French Fry,Value Menu,1.79,0.13,10-28-2021,Thursday,3:52 PM
2519,Egg White Delight McMuffin,Breakfast,2.79,0.2,10-27-2021,Wednesday,10:31 AM
2520,Chicken McNuggets - 10pc,Normal,4.49,0.31,10-29-2021,Friday,11:09 AM
2521,1 Hash Browns,Breakfast,1.00,0.07,10-27-2021,Wednesday,12:10 PM
2522,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,11-01-2021,Monday,6:53 AM
2523,Sausage McMuffin,Breakfast,1.00,0.07,10-28-2021,Thursday,8:15 AM
2524,Double Quarter Pounder with Cheese - Meal,Normal,6.49,0.45,10-23-2021,Saturday,5:47 PM
2525,Quarter Pounder with Cheese,Normal,3.79,0.27,10-30-2021,Saturday,6:06 AM
2526,Chicken McNuggets - 20pc,Normal,5,0.35,10-27-2021,Wednesday,12:34 PM
2527,Egg McMuffin,Breakfast,2.79,0.2,10-23-2021,Saturday,4:01 PM
2528,Medium French Fry,Value Menu,1.59,0.11,11-05-2021,Friday,3:31 PM
2529,1 Hash Browns,Breakfast,1.00,0.07,10-30-2021,Saturday,5:12 AM
2530,Filet-O-Fish,Normal,3.79,0.27,10-23-2021,Saturday,11:53 AM
2531,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-29-2021,Friday,2:57 PM
2532,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-22-2021,Friday,10:35 AM
2533,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,11-08-2021,Monday,10:33 PM
2534,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,11-07-2021,Sunday,6:16 AM
2535,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,11-01-2021,Monday,4:32 PM
2536,Sausage Biscuit,Breakfast,1.00,0.07,10-28-2021,Thursday,10:34 AM
2537,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,10-25-2021,Monday,9:53 AM
2538,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,11-03-2021,Wednesday,6:21 PM
2539,Chicken Snack Wrap (Crispy) (Chipolte BBQ),Value Menu,1.69,0.12,10-23-2021,Saturday,8:15 AM
2540,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-24-2021,Sunday,10:15 AM
2541,Chicken McNuggets - 10pc,Normal,4.49,0.31,11-07-2021,Sunday,2:41 PM
2542,Steak and Egg Burrito,Value Menu,1.79,0.13,10-30-2021,Saturday,6:51 PM
2543,Chicken McNuggets - 20pc,Normal,5,0.35,10-22-2021,Friday,9:43 AM
2544,Double Cheeseburger - Meal,Normal,4.19,0.29,11-03-2021,Wednesday,12:02 PM
2545,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,11-09-2021,Tuesday,6:16 AM
2546,"Sausage, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-23-2021,Saturday,5:23 AM
2547,Southern Style Chicken,Normal,3.89,0.27,11-09-2021,Tuesday,8:48 PM
2548,Sausage McGriddles,Breakfast,2.79,0.2,11-08-2021,Monday,8:16 AM
2549,Double Cheeseburger,Value Menu,1.59,0.11,11-02-2021,Tuesday,4:23 PM
2550,Double Filet-O-Fish - Meal,Normal,6.39,0.45,11-10-2021,Wednesday,4:40 PM
2551,Double Cheeseburger,Value Menu,1.59,0.11,10-26-2021,Tuesday,5:47 PM
2552,Steak and Egg Burrito,Value Menu,1.79,0.13,11-05-2021,Friday,9:41 AM
2553,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,11-04-2021,Thursday,9:32 AM
2554,Double Cheeseburger,Value Menu,1.59,0.11,10-29-2021,Friday,7:25 AM
2555,Bacon Cheddar McChicken,Value Menu,2.00,0.14,10-25-2021,Monday,4:52 PM
2556,Grilled Onion Cheddar,Value Menu,1.00,0.07,11-09-2021,Tuesday,1:31 PM
2557,McChicken,Value Menu,1.00,0.07,10-22-2021,Friday,3:43 AM
2558,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-24-2021,Sunday,6:57 PM
2559,Big Mac,Normal,3.99,0.28,11-03-2021,Wednesday,3:50 PM
2560,"Bacon, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-29-2021,Friday,5:20 AM
2561,Sausage McGriddles,Breakfast,2.79,0.2,11-01-2021,Monday,6:49 AM
2562,Chicken McNuggets - 10pc,Normal,4.49,0.31,11-09-2021,Tuesday,3:00 PM
2563,Bacon McDouble,Value Menu,2.00,0.14,10-25-2021,Monday,11:36 AM
2564,Large French Fry,Value Menu,1.79,0.13,10-25-2021,Monday,11:57 AM
2565,Double Cheeseburger - Meal,Normal,4.19,0.29,11-07-2021,Sunday,11:21 PM
2566,Egg McMuffin,Breakfast,2.79,0.2,10-30-2021,Saturday,11:14 AM
2567,Chicken McNuggets - 20pc,Normal,5,0.35,10-27-2021,Wednesday,4:30 PM
2568,Double Cheeseburger,Value Menu,1.59,0.11,10-27-2021,Wednesday,5:22 PM
2569,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-25-2021,Monday,3:12 AM
2570,Chicken McNuggets - 20pc,Normal,5,0.35,10-30-2021,Saturday,7:09 AM
2571,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-29-2021,Friday,8:07 AM
2572,McDouble,Value Menu,1.19,0.08,11-09-2021,Tuesday,2:37 PM
2573,Chicken McNuggets - 20pc,Normal,5,0.35,11-09-2021,Tuesday,5:07 PM
2574,Small French Fry,Value Menu,1.19,0.08,11-07-2021,Sunday,6:59 PM
2575,Big Mac,Normal,3.99,0.28,10-26-2021,Tuesday,11:55 AM
2576,Double Cheeseburger,Value Menu,1.59,0.11,11-01-2021,Monday,2:52 PM
2577,2 Cheeseburgers,Normal,2.58,0.18,11-10-2021,Wednesday,3:09 PM
2578,Large French Fry,Value Menu,1.79,0.13,10-24-2021,Sunday,11:37 PM
2579,Double Cheeseburger - Meal,Normal,4.19,0.29,11-03-2021,Wednesday,12:31 PM
2580,Deluxe Quarter Punder,Normal,4.09,0.29,10-30-2021,Saturday,2:58 PM
2581,Bacon Clubhouse Burger,Normal,4.49,0.31,11-05-2021,Friday,5:11 PM
2582,Egg White Delight McMuffin,Breakfast,2.79,0.2,10-25-2021,Monday,7:37 AM
2583,2 Cheeseburgers - Meal,Normal,4.89,0.34,11-05-2021,Friday,6:56 AM
2584,Southern Style Chicken,Normal,3.89,0.27,10-28-2021,Thursday,1:36 PM
2585,Chicken Snack Wrap (Crispy) (Chipolte BBQ),Value Menu,1.69,0.12,10-28-2021,Thursday,10:06 PM
2586,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,11-11-2021,Thursday,5:31 AM
2587,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,10-23-2021,Saturday,6:16 PM
2588,Sausage Burrito,Breakfast,1.00,0.07,10-27-2021,Wednesday,10:45 AM
2589,Big Mac - Meal,Normal,5.69,0.4,11-10-2021,Wednesday,5:02 PM
2590,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-09-2021,Tuesday,10:17 AM
2591,Large French Fry,Value Menu,1.79,0.13,11-01-2021,Monday,4:38 PM
2592,Egg McMuffin,Breakfast,2.79,0.2,11-03-2021,Wednesday,10:13 AM
2593,Big Mac - Meal,Normal,5.69,0.4,11-10-2021,Wednesday,5:22 PM
2594,Egg White Delight McMuffin,Breakfast,2.79,0.2,10-26-2021,Tuesday,7:59 AM
2595,McChicken,Value Menu,1.00,0.07,10-31-2021,Sunday,3:13 PM
2596,Double Cheeseburger - Meal,Normal,4.19,0.29,11-02-2021,Tuesday,11:35 AM
2597,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-25-2021,Monday,11:58 AM
2598,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-28-2021,Thursday,2:56 PM
2599,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,10-30-2021,Saturday,7:57 AM
2600,Sausage Biscuit with Egg,Breakfast,2.79,0.2,10-25-2021,Monday,8:13 AM
2601,Southern Style Chicken - Meal,Normal,5.59,0.39,10-29-2021,Friday,8:52 AM
2602,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,11-05-2021,Friday,9:32 PM
2603,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,11-07-2021,Sunday,4:31 PM
